Supplier,Recipient,Ordered,Designation num.,Weapon description,Ordered year,Delivery year,Delivered num.,Comments
United States,Saudi Arabia,40,S-70/UH-60L,Helicopter,2017,2018,(10),UH-60M version
United States,Saudi Arabia,(30),S-70/UH-60L,Helicopter,(2017),,,
United States,Saudi Arabia,,MIM-104F PAC-3,ABM,2018,,,Delivery planned by 2024
United States,Saudi Arabia,,MIM-104F PAC-3,ABM,2018,,,
United States,Saudi Arabia,,MIM-104F PAC-3,ABM,2018,,,$279 m deal | PAC-3 CRI version | delivery planned by 2023
United States,Saudi Arabia,5,Mk-41,Naval SAM system,(2018),,,For 5 Avante-2200 frigates from Spain
United States,Saudi Arabia,(6),P-8A Poseidon,ASW aircraft,(2018),,,Selected but not yet ordered by end-2018
United States,Saudi Arabia,(7),THAAD,ABM system,(2018),,,
United States,Saudi Arabia,(360),THAAD missile,ABM missile,(2018),,,
United States,Senegal,2,King Air,Light transport ac,(2011),2011,2,Second-hand | King Air B-200 version | incl for civilian use
United States,Senegal,2,CT7,Turboprop,(2013),2017,2,For 1 CN-235 transport aircraft from Indonesia
United States,Senegal,2,CT7,Turboprop,(2017),,,For 1 CN-235 MP aircraft from Indonesia
United States,Senegal,25,ISC,Diesel engine,(2017),2018,(25),For 25 Ejder Yalcin APC from Turkey
United States,Senegal,(4),FJ44-4,Turbofan,2018,,,For 4 L-39NG trainer/combat aircraft from Czech Republic
United States,Senegal,2,TPE-331,Turboprop,2018,,,For 1 C-212 MP aircraft from Indonesia
United States,Serbia,1,PA-34 Seneca,Light transport ac,2009,2012,1,$3.5 m deal | PA-34-220T Seneca-5 version | incl for training and aerial survey
United States,Seychelles,2,TPE-331,Turboprop,(2012),2013,2,For 1 Do-228 MP aircraft from India
United States,Singapore,(730),Caterpillar-3126,Diesel engine,(2000),2001-2013,(730),For 730 Bronco APC produced in Singapore
United States,Singapore,12,F-15SG,FGA aircraft,2005,2009-2010,(12),$1 b NFRP or Peace Carvin 5 programme
United States,Singapore,6,S-70B/SH-60B Seahawk,ASW helicopter,2005,2009-2010,(6),SH-70(N) version
United States,Singapore,(24),AAQ-33 Sniper,Aircraft EO system,(2006),2009-2012,(24),For F-15 combat aircraft
United States,Singapore,(100),AIM-120C AMRAAM,BVRAAM,(2006),2009-2010,(100),For F-15SG combat aircraft | AIM-120C-5 version
United States,Singapore,(24),Tiger Eyes,Aircraft EO system,2006,2009-2012,(24),For F-15 combat aircraft
United States,Singapore,(200),AIM-9X Sidewinder,SRAAM,(2007),2009-2012,(200),For F-15 combat aircraft
United States,Singapore,12,F-15SG,FGA aircraft,2007,2010-2012,(12),$1 b deal
United States,Singapore,4,G-550 AEW,AEW&C aircraft,2007,2009-2011,4,Ordered and delivered via Israel | AEW systems fitted in Israel
United States,Singapore,(84),Paveway,Guided bomb,(2007),2009-2011,(84),Incl 28 GBU-10 and 56 GBU-12 version
United States,Singapore,(20),AAQ-33 Sniper,Aircraft EO system,2008,2010-2011,(20),For F-16 combat aircraft
United States,Singapore,(60),AGM-154 JSOW,Guided bomb,(2008),2008-2010,(60),AGM-154A and AGM-154C version | for F-15SG combat aircraft
United States,Singapore,200,AIM-120C AMRAAM,BVRAAM,(2008),2013-2016,(200),AIM-120C-5 and AIM-120C-7 versions
United States,Singapore,(168),GMLRS,Guided rocket,(2008),2010-2012,(168),For HIMARS MRL
United States,Singapore,1,Gulfstream-5,Light transport ac,2008,2012,1,G-550 version | for civilian company for 20 year training of Singaporean air force pilots
United States,Singapore,18,M-142 HIMARS,Self-propelled MRL,2008,2010-2011,(18),
United States,Singapore,(450),C-9,Diesel engine,2009,2010-2018,(450),For AV-81 Terrex (Terrex-1) APC/IFV produced in Singapore
United States,Singapore,35,JDAM,Guided bomb,2009,2010,(35),
United States,Singapore,(24),F-124,Turbofan,2010,2012-2014,(24),For 12 M-346 trainer/combat aircraft from Italy
United States,Singapore,8,F-15SG,FGA aircraft,(2010),2013,(8),
United States,Singapore,670,JDAM,Guided bomb,2010,2011-2012,(670),$40 m deal
United States,Singapore,(12),ScanEagle,UAV,(2011),2012-2013,(12),For modernized Victory corvettes
United States,Singapore,(124),Paveway,Guided bomb,(2012),2014,(124),Incl 40 GBU-10 Paveway-2 and 84 GBU-12 Paveway-2 versions
United States,Singapore,2,S-70B/SH-60B Seahawk,ASW helicopter,2013,2018,2,
United States,Singapore,100,AIM-120C AMRAAM,BVRAAM,2014,2016-2017,(100),AIM-120C-7 version
United States,Singapore,20,AIM-9X Sidewinder,SRAAM,2014,2015-2016,(20),AIM-9X Block-2 version
United States,Singapore,8,F-15SG,FGA aircraft,(2014),2016-2017,(8),
United States,Singapore,348,GMLRS,Guided rocket,(2014),2015-2016,(348),
United States,Singapore,917,JDAM,Guided bomb,2015,2016-2017,(917),
United States,Singapore,(10),CH-47F Chinook,Transport helicopter,(2016),,,Delivery planned from 2020
United States,Singapore,,GBU-39 SDB,Guided bomb,2017,,,
United States,Singapore,6,TPQ-53,Arty locating radar,2017,2018,(3),$63 m deal | delivery planned 2018-2019
United States,Slovakia,4,AE-2100,Turboprop,2014,2017-2018,4,For 2 C-27J transport aircraft from Italy
United States,Slovakia,9,S-70/UH-60L,Helicopter,2015,2017-2018,4,$261 m deal | UH-60M version | delivery planned 2017-2019
United States,Slovakia,30,AIM-120C AMRAAM,BVRAAM,2018,,,AIM-120C-7 version | for F-16V combat aircraft
United States,Slovakia,(100),AIM-9X Sidewinder,SRAAM,2018,,,For F-16V combat aircraft
United States,Slovakia,14,F-16V,FGA aircraft,2018,,,EUR1.6 b ($1.8 b) deal | delivery planned 2022-2023
United States,Slovenia,7,Cougar,APC,(2014),2014,(7),Second-hand
United States,Slovenia,38,L-ATV,APV,2018,,,
United States,Somalia,3,S-2RT,Light aircraft,(2013),2013,(3),Second-hand | for Puntland maritime police
United States,South Africa,(17),F404,Turbofan,(2000),2010-2012,(17),For 17 JAS-39 combat aircraft from Sweden | RM-12 version from Swedish production line
United States,South Africa,(50),Paveway,Guided bomb,2010,2011-2012,(50),Paveway-2 version | for trials and interim until South African Umbani available
United States,South Korea,12,LM-2500,Gas turbine,(2002),2008-2012,12,For 3 KDX-3 destroyers produced in South Korea
United States,South Korea,3,Mk-41,Naval SAM system,2002,2008-2012,3,For 3 Daewang (KDX-3) destroyers produced in South Korea
United States,South Korea,3,Mk-45 127mm,Naval gun,(2002),2008-2012,3,For 3 KDX-3 destroyers produced in South Korea
United States,South Korea,9,SPG-62,Fire control radar,(2002),2008-2012,9,For 3 KDX-3 destroyers produced in South Korea
United States,South Korea,3,SPS-67,Sea search radar,(2002),2008-2012,3,For 3 KDX-3 destroyers produced in South Korea
United States,South Korea,3,SPY-1D,Air search radar,(2002),2008-2012,3,For 3 KDX-3 destroyers produced in South Korea
United States,South Korea,3,SQS-53,ASW sonar,(2002),2008-2012,3,For 3 KDX-3 destroyers produced in South Korea | SQS-53C version
United States,South Korea,(130),RIM-116A RAM,SAM,(2004),2007-2011,(130),For KDX-3 destroyers and Dodko (LPX) AALS
United States,South Korea,36,LM-500,Gas turbine,(2005),2008-2018,(36),For 18 Gumdoksuri (PKX or PKG-A) FAC produced in South Korea
United States,South Korea,8,P-3CUP Orion,ASW aircraft,2005,2010,8,$493-550 m deal | second-hand P-3B rebuilt to P-3CK (P-3CUP) | 1 more for spares only
United States,South Korea,(22),APG-67,Combat ac radar,(2006),2011-2012,(22),AN/APG-67(V)4 version | for 22 T/A-50 (T-50 LIFT) trainer/combat aircraft produced in South Korea
United States,South Korea,125,AIM-120C AMRAAM,BVRAAM,(2008),2011-2015,(125),AIM-120C-7 version
United States,South Korea,102,AIM-9X Sidewinder,SRAAM,(2008),2010-2011,(102),Part of $55 m deal | for F-15K combat aircraft
United States,South Korea,(280),JDAM,Guided bomb,(2008),2010-2011,(280),Part of $200 m deal
United States,South Korea,64,MIM-104C PAC-2,SAM,2008,2010-2011,(64),South Korean PAC-2 missiles rebuilt to GEM-T version
United States,South Korea,59,RGM-84L Harpoon-2,Anti-ship MI/SSM,2008,2011,(59),AGM-84L version
United States,South Korea,(210),Standard Missile-2MR,SAM,2008,2009-2015,(210),$372 m deal | SM-2 Block-3A and SM-2 Block-3B version | for KDX-3 destroyers
United States,South Korea,(40),AAQ-33 Sniper,Aircraft EO system,(2009),2010-2013,(40),For F-15K combat aircraft
United States,South Korea,35,AGM-65 Maverick,ASM,2009,2011,(35),AGM-65G version
United States,South Korea,(12),LM-2500,Gas turbine,(2009),2013-2016,12,For 6 Incheon (FFX) frigates produced in South Korea
United States,South Korea,(6),Mk-45 127mm,Naval gun,(2009),2013-2016,6,For 6 Incheon (FFX) frigates produced in South Korea
United States,South Korea,4,C-130J-30 Hercules,Transport aircraft,2010,2014,4,
United States,South Korea,10,MaxxPro,APC,(2010),2011,(10),MaxxPro Dash FXM version
United States,South Korea,(62),Standard Missile-2MR,SAM,2010,2012,(62),$67 m deal | SM-2 Block-3A and SM-2 Block-3B versions | for KDX-3 destroyers
United States,South Korea,(150),GBU-28,Guided bomb,2011,2013,(150),KWR80 b ($71 m) deal
United States,South Korea,6,Mk-15 Phalanx,CIWS,2011,2013-2016,6,Phalanx Block-1B version for 6 Incheon (FFX) frigates produced in South Korea
United States,South Korea,150,Paveway,Guided bomb,2011,2013,(150),$71 m deal | GBU-28 Paveway-3 version
United States,South Korea,(107),Paveway,Guided bomb,(2011),2011,107,$39 m deal | GBU-24 Paveway-3 version
United States,South Korea,19,Standard Missile-2MR,SAM,2011,2015,(19),SM-2 Block-3B version
United States,South Korea,(55),AIM-9X Sidewinder,SRAAM,2012,2012-2013,(55),
United States,South Korea,246,JDAM,Guided bomb,2012,2013,(246),
United States,South Korea,8,Mk-15 Phalanx,CIWS,(2012),2018,1,Phalanx Block-1B version for 8 Daegu (FFX-2) frigates produced in South Korea
United States,South Korea,1,Mk-45-4 127mm,Naval gun,(2012),2018,1,For 1 FFX-2 (Daegu) frigate produced in South Korea
United States,South Korea,(18),RGM-84L Harpoon-2,Anti-ship MI/SSM,(2012),2016-2018,(18),UGM-84L Block-2 version
United States,South Korea,(16),T-800,Turboshaft,(2012),2016,(16),For 8 AW-159 helicopters from UK
United States,South Korea,(50),AAQ-33 Sniper,Aircraft EO system,2013,2015-2017,(50),For F-16C and F-15K combat aircraft
United States,South Korea,288,AGM-114K HELLFIRE,Anti-tank missile,2013,2016-2017,(288),AGM-114R1 version for AH-64E combat helicopters
United States,South Korea,36,AH-64E Apache Guardian,Combat helicopter,2013,2016-2017,(36),$1.6 b AH-X programme
United States,South Korea,(76),AIM-9X Sidewinder,SRAAM,(2013),2016-2017,(76),
United States,South Korea,6,APG-78 Longbow,Combat heli radar,2013,2017,(6),For 6 AH-64E combat helicopters
United States,South Korea,14,CH-47D Chinook,Transport helicopter,(2013),2014,14,Second-hand | KRW150 b ($130-151 m) deal
United States,South Korea,210,JDAM,Guided bomb,2013,2014,(210),
United States,South Korea,5,T55-L,Turboshaft,(2013),2014,(5),Second-hand | T55-GA-714 version | spares for CH-47D helicopters
United States,South Korea,2,T-700,Turboshaft,2013,2016,(2),Spares for AH-64E combat helicopters
United States,South Korea,(100),AGM-65 Maverick,ASM,2014,2015-2016,(100),$31 m deal
United States,South Korea,(274),AIM-120C AMRAAM,BVRAAM,(2014),2016-2018,(274),AIM-120C-7 version
United States,South Korea,361,CBU-97 SFW,Guided bomb,2014,2016,(361),$190 m deal | CBU-105 version
United States,South Korea,(6),F135-100,Turbofan,2014,2018,(2),Spares for F-35A combat aircraft
United States,South Korea,40,F-35A Litening-2,FGA aircraft,2014,2018,(6),KRW7.3 tr ($7 b) FX-3 programme (offsets incl technology transfer)
United States,South Korea,(112),MIM-104C PAC-2,SAM,2014,2016-2017,(112),$160 m deal | South Korean PAC-2 missiles rebuilt to GEM-T version
United States,South Korea,9,Mk-15 Phalanx,CIWS,2014,,,$123 m deal | Phalanx Block-1B version for Incheon (FFX) frigates and AOE-2 support ships produced in South Korea
United States,South Korea,(72),AIM-9X Sidewinder,SRAAM,(2015),2018,(72),
United States,South Korea,134,APG-83 SABR,Combat ac radar,(2015),,,For modernization of 134 F-16 combat aircraft
United States,South Korea,38,C32,Diesel engine,(2015),2017,2,For 19 PKX-B FAC produced in South Korea for delivery 2017-2019
United States,South Korea,63,FIM-92 Stinger,Portable SAM,2015,2016-2017,(63),Part of $35 m deal | for AH-64E combat helicopters
United States,South Korea,32,LM-500,Gas turbine,(2015),2017,2,For 16 PKX-B FAC produced in South Korea for delivery 2017-2019
United States,South Korea,(136),MIM-104F PAC-3,ABM,2015,2017-2018,(100),$769 m deal
United States,South Korea,8,Patriot PAC-3,SAM/ABM system,(2015),2017-2018,(3),South Korean Patriot PAC-2 SAM system rebuilt to Patriot PAC-3 SAM/ABM system
United States,South Korea,(240),F414,Turbofan,(2016),,,For KFX combat aircraft produced in South Korea | selected but not yet ordered by end-2018
United States,South Korea,3,SPY-1D,Air search radar,2016,,,For 3 KDX-3 destroyers produced in South Korea
United States,South Korea,(17),Standard Missile-2MR,SAM,(2016),,,SM-2MR Block-3B version
United States,South Korea,290,JDAM,Guided bomb,2017,2018,(290),
United States,South Korea,(7),Mk-45-4 127mm,Naval gun,(2017),,,For 7 FFX-2 (Daegu) frigates produced in South Korea
United States,South Korea,60,AIM-9X Sidewinder,SRAAM,2018,,,
United States,South Korea,(542),GBU-39 SDB,Guided bomb,(2018),,,
United States,South Korea,,GMLRS,Guided rocket,2018,,,Delivery by 2020
United States,South Korea,(64),MIM-104F PAC-3,ABM,(2018),,,
United States,South Korea,6,P-8A Poseidon,ASW aircraft,(2018),,,Selected 2018 but contract not yet signed by end 2018
United States,South Korea,,Standard Missile-2MR,SAM,(2018),,,For KDX-3 destroyers | selected 2018 but not yet ordered by end-2018
United States,South Sudan,(25),VT-400,Diesel engine,2012,2012-2013,(25),For 25 Typhoon APC from UAE
United States,Spain,5,DE-1160,ASW sonar,1996,2002-2012,5,DE-1160LF version (possibly older Spanish DE-1160B modernized to DE-1160F) for 5 De Bazan (F-100) frigates produced in Spain |
United States,Spain,10,LM-2500,Gas turbine,1996,2002-2012,10,For 5 De Bazan (F-100) frigates produced in Spain
United States,Spain,10,SPG-62,Fire control radar,(1996),2002-2012,10,For use with Standard and ESSM SAM on 5 De Bazan (F-100) frigates produced in Spain
United States,Spain,5,Mk-45 127mm,Naval gun,1999,2002-2012,5,Second-hand but modernized before delivery | Mk-45 Mod-2 version for 5 De Bazan (F-100) frigates produced in Spain
United States,Spain,1,LM-2500,Gas turbine,2004,2010,1,For Juan Carlos AALS/aircraft carrier produced in Spain
United States,Spain,1,SPY-1F,Air search radar,2005,2012,1,Part of $550 m deal | for 1 De Bazan (F-100) frigate produced in Spain
United States,Spain,1,Mk-41,Naval SAM system,2006,2012,1,For 1 De Bazan destroyer produced in Spain
United States,Spain,94,RIM-66B Standard-1MR,SAM,(2006),2013,94,EUR26 m deal | SM-1 Block-4B version for Perry (Santa Maria) frigates
United States,Spain,14,MaxxPro,APC,2014,2016,14,Second-hand | recovery vehicle version
United States,Spain,2,S-70/UH-60L,Helicopter,(2015),2017,(2),Second-hand SH-60F ASW version modified to transport version before delivery | EUR40 m deal | Spanish designation HT-23
United States,Spain,4,MQ-9 Reaper,UAV,2016,,,EUR158-161 m ($177 m) deal | delivery planned 2019
United States,Spain,2,S-70/UH-60L,Helicopter,2017,,,Second-hand SH-60F ASW version modified to transport version before delivery | delivery planned 2019
United States,Spain,17,CH-47F Chinook,Transport helicopter,2018,,,EUR1.1 b deal | Spanish CH-47D rebuilt to CH-47F version
United States,Spain,,RIM-162 ESSM Block-2,SAM,(2018),,,Incl for F-110 frigates | selected 2018 but probably not yet ordered by end-2018
United States,Sri Lanka,(2),Bell-412,Helicopter,(2010),2011,2,
United States,Sri Lanka,1,Hamilton,OPV,2018,2018,1,Second-hand | aid
United States,Suriname,(1),Power Stroke,Diesel engine,2012,2012,(1),For 1 Hunter TR-12 APC from Colombia
United States,Sweden,5,APS-143(V),MP aircraft radar,2002,2016-2017,5,$7.6 m deal | for 5 NH-90 ASW helicopters
United States,Sweden,48,LCR-2020,Air/sea search radar,(2010),2011-2012,(48),Part of REMO-870 programme | Swedish designation PS-640 | incl for coast guard and other civilian government agencies
United States,Sweden,8,RQ-7 Shadow-200,UAV,2010,2011,8,$31 m deal (part of $77 m deal incl 3-year training and support by Swedish company) | Swedish designation AUV-3
United States,Sweden,53,GBU-39 SDB,Guided bomb,(2011),2016,(53),
United States,Sweden,15,S-70/UH-60L,Helicopter,2011,2011-2013,(15),$207 m deal | UH-60M version | Swedish designation Hkp-16A
United States,Sweden,(48),6BT,Diesel engine,2012,2013,(48),For 48 BvS-10 APC produced in Sweden
United States,Sweden,(102),6BT,Diesel engine,(2013),2014-2015,(102),For 102 BvS-10 APC produced in Sweden
United States,Sweden,4,APS-143(V),MP aircraft radar,(2015),,,For 4 NH-90 transport aircraft modified to ASW version
United States,Sweden,,MIM-104C PAC-2,SAM,2018,,,MIM-104E GEM-T version
United States,Sweden,,MIM-104F PAC-3,ABM,(2018),,,
United States,Sweden,(4),Patriot PAC-3,SAM/ABM system,(2018),,,Selected but not yet ordered by end-2018
United States,Switzerland,(100),AIM-9X Sidewinder,SRAAM,2004,2007-2010,(100),Probably CHF104 m ($80 m) deal (offsets 100%) | for F/A-18C combat aircraft
United States,Switzerland,20,ASQ-228 ATFLIR,Aircraft EO system,(2007),2010-2011,(20),For modernization of F/A-18C combat aircraft
United States,Switzerland,(232),6BT,Diesel engine,(2009),2010-2012,(232),6BTA-5.9 version for 232 Duro-3P APC produced in Switzerland
United States,Switzerland,(12),C-9,Diesel engine,(2009),2010-2012,(12),For 12 Piranha-3C APC produced in Switzerland
United States,Switzerland,(420),ISB5.9,Diesel engine,2009,2010-2017,(420),For 420 Duro-3P (GMTF or RP-13) APC produced in Switzerland
United States,Switzerland,1,Centaur,Light aircraft/UAV,2012,2012,1,For testing of sensors and UAV technologies
United States,Switzerland,(150),AIM-120C AMRAAM,BVRAAM,(2013),2016-2017,(150),AIM-120C-7 version
United States,Syria rebels*,(5),Guardian,APC,(2016),2017,(5),For Syrian-Arab Coalition | supplier uncertain (possibly from UAE production line) | aid
United States,Syria rebels*,(2),BearCat,APV,2017,2017,(2),Aid
United States,Taiwan,(650),C-9,Diesel engine,(2005),2014-2018,(605),For 650 CM-32 APC/IFV produced in Taiwan
United States,Taiwan,1,FPS-115 Pave Paws,Air search radar,2005,2013,1,Part of $1.4 b SRP programme
United States,Taiwan,(218),AIM-120C AMRAAM,BVRAAM,(2007),2013-2014,(218),
United States,Taiwan,2,Osprey,Minehunter,(2007),2012,2,Second-hand but modernized before delivery | $30 m deal | Taiwanese designation Yung Jin
United States,Taiwan,12,P-3CUP Orion,ASW aircraft,(2008),2012-2015,(12),$664 m deal (offsets 70%) | second-hand P-3C rebuilt to P-3CUP
United States,Taiwan,(32),RGM-84L Harpoon-2,Anti-ship MI/SSM,(2008),2013-2016,(32),UGM-84L version for Zwaardvis (Hai Lung) submarines | delivery
United States,Taiwan,60,RGM-84L Harpoon-2,Anti-ship MI/SSM,2008,2010-2012,(60),$90 m deal | AGM-84L Block-2 version | for F-16 combat aircraft
United States,Taiwan,(144),Standard Missile-2MR,SAM,2008,2010-2012,(144),SM-2 Block-3A version
United States,Taiwan,(235),AGM-65 Maverick,ASM,2009,2011-2012,(235),AIM-65G2 version
United States,Taiwan,182,FGM-148 Javelin,Anti-tank missile,2009,2011,(182),$21-29 m deal
United States,Taiwan,171,FIM-92 Stinger,Portable SAM,2009,2012-2014,(171),$45 m deal | for AH-64E combat helicopters
United States,Taiwan,(25),FIM-92 Stinger,Portable SAM,2009,2012,(25),$9.9 m deal | Stinger Block-1 version
United States,Taiwan,264,MIM-104F PAC-3,ABM,2009,2011-2014,(264),Part of $3.2 b deal
United States,Taiwan,4,Patriot PAC-3,SAM/ABM system,2009,2014-2015,(4),$1.1 b deal (incl $134 m for spares | part of $3.2 b deal)
United States,Taiwan,3,Patriot PAC-3,SAM/ABM system,2009,2011-2012,(3),$600 m deal | Taiwanese Patriot SAM systems rebuilt to Patriot-3 version
United States,Taiwan,(1000),AGM-114K HELLFIRE,Anti-tank missile,(2010),2012-2014,(1000),AGM-114L version for AH-64E combat helicopters
United States,Taiwan,30,AH-64E Apache Guardian,Combat helicopter,(2010),2012-2014,(30),$2 b deal
United States,Taiwan,(17),APG-78 Longbow,Combat heli radar,(2010),2012-2014,(17),For AH-64E combat helicopters
United States,Taiwan,(122),MIM-104F PAC-3,ABM,(2010),2015,(122),
United States,Taiwan,(9),T-700,Turboshaft,2010,2013-2014,(9),Spares for AH-64E combat helicopters
United States,Taiwan,1,Mk-15 Phalanx,CIWS,(2011),2014,1,For 1 Tuo Jiang corvette produced in Taiwan
United States,Taiwan,4,S-70/UH-60L,Helicopter,2011,2014,(4),UH-60M version | $49 m deal
United States,Taiwan,(45),S-70/UH-60L,Helicopter,(2012),2014-2018,(44),UH-60M version | delivery 2014-2019
United States,Taiwan,144,APG-83 SABR,Combat ac radar,(2014),2018,4,For modernization of 144 F-16 combat aircraft | delivery planned 2019-2023
United States,Taiwan,2,AAQ-33 Sniper,Aircraft EO system,2015,2017,(2),
United States,Taiwan,2,Perry,Frigate,2015,2017,2,Second-hand but modernized before delivery | $175-190 m deal
United States,Taiwan,(40),AIM-9X Sidewinder,SRAAM,(2016),2018,(20),
United States,Taiwan,13,Mk-15 Phalanx,CIWS,2016,,,
United States,Taiwan,(56),AGM-154 JSOW,Guided bomb,(2017),,,
United States,Taiwan,(132),F-125,Turbofan,(2017),,,For 66 AT-5 trainer aircraft produced in Taiwan
United States,Taiwan,(208),FGM-148 Javelin,Anti-tank missile,2017,,,
United States,Taiwan,(250),FIM-92 Stinger,Portable SAM,(2017),2018,(250),Stinger Block-1-92 version | incl for use on Tuo Jiang corvettes and Guang Hua-4 FAC
United States,Taiwan,16,Standard Missile-2MR,SAM,2017,,,
United States,Taiwan,18,AAQ-33 Sniper,Aircraft EO system,2018,,,$84 m deal | for F-16 combat aircraft
United States,Taiwan,36,AAV-7A1,APC,2018,,,$84 m deal | incl 2 command and 2 ARV versions | delivery planned by 2020
United States,Taiwan,769,BGM-71F TOW-2B,Anti-tank missile,(2018),,,BGM-71F TOW-2B ARF version
United States,Taiwan,11,Mk-15 Phalanx,CIWS,(2018),,,For 11 Tuo Jiang corvettes produced in Taiwan
United States,Taiwan,(46),Mk-48 Mod-5 ADCAP,AS/ASW torpedo,2018,,,For Zwaardvis (Hai Lung) submarines
United States,Thailand,(4),AH-1F Cobra,Combat helicopter,(2005),2011-2012,(4),Second-hand but modernized before delivery | aid
United States,Thailand,2,S-70/UH-60L,Helicopter,2007,2011,2,$58 m deal | MH-60S version | bought after 2004 natural disaster as reaction to lack of helicopters for SAR
United States,Thailand,1,TPS-77,Air search radar,2007,2012,1,
United States,Thailand,(10),Caterpillar-3126,Diesel engine,(2008),2010,(10),For Bronco APC from Singapore
United States,Thailand,(6),F404,Turbofan,2008,2011,(6),For 6 JAS-39 combat aircraft from Sweden | RM-12 version from Swedish production line
United States,Thailand,2,Bell-214,Helicopter,(2010),2011,2,Second-hand | Bell-214EP version
United States,Thailand,(6),F404,Turbofan,2010,2013,(6),For 6 JAS-39 combat aircraft from Sweden | RM-12 version from Swedish production line
United States,Thailand,16,TH-28/480,Light helicopter,2010,2011-2012,16,THB1.2 b ($40 m) deal | for training
United States,Thailand,(21),6BT,Diesel engine,2012,2012-2014,(21),For First Win APC/APV produced in Thailand | designation uncertain (reported as 250-300hp Cummins diesel)
United States,Thailand,(18),APG-68,Combat ac radar,2012,2014-2017,(18),Part of $700 m deal for modernization of 18 F-16 combat aircraft | AN/APG-68(V)9 version
United States,Thailand,54,M-198 155mm,Towed gun,2012,2013,(54),Second-hand
United States,Thailand,3,S-70/UH-60L,Helicopter,2012,2013,3,Possibly THB2.8 b ($90 m) deal | UH-60M version
United States,Thailand,(3),S-70/UH-60L,Helicopter,2012,2014,3,UH-60M version
United States,Thailand,1,Saab-340,Transport aircraft,2012,2012,1,Second-hand
United States,Thailand,1,LM-2500,Gas turbine,2013,2018,1,For 1 DW-3000 (Bhumibol Adulyadej) frigate from South Korea
United States,Thailand,1,Mk-15 Phalanx,CIWS,(2013),2018,1,For 1 DW-3000 (Bhumibol Adulyadej) frigate from South Korea
United States,Thailand,1,Mk-41,Naval SAM system,(2013),2018,1,For 1 DW-3000 (Bhumibol Adulyadej) frigate from South Korea
United States,Thailand,(9),RIM-162 ESSM,SAM,(2013),2015,9,
United States,Thailand,(1),S-70/UH-60L,Helicopter,2013,2016,1,$11.4 m deal | UH-60M version
United States,Thailand,(2),TPS-70,Air search radar,2013,2015-2016,(2),TPS-78 version
United States,Thailand,(5),AAQ-33 Sniper,Aircraft EO system,2014,2015-2016,(5),
United States,Thailand,(50),AIM-120C AMRAAM,BVRAAM,2014,2016-2017,(50),
United States,Thailand,(4),F404,Turbofan,2015,2018,(4),For 4 T-50 trainer/combat aircraft from South Korea
United States,Thailand,1,LM-2500,Gas turbine,(2015),,,For 1 DW-3000 (Bhumibol Adulyadej) frigate from South Korea
United States,Thailand,1,Mk-15 Phalanx,CIWS,(2015),,,For 1 DW-3000 (Bhumibol Adulyadej) frigate from South Korea
United States,Thailand,1,Mk-41,Naval SAM system,(2015),,,For 1 DW-3000 (Bhumibol Adulyadej) frigate from South Korea
United States,Thailand,14,RIM-162 ESSM,SAM,(2015),2017-2018,(14),
United States,Thailand,,Mk-54 MAKO,ASW torpedo,(2016),2018,(5),For DW-3000 frigate
United States,Thailand,2,Saab-340,Transport aircraft,2016,2017,2,Second-hand | probably for modification to SIGINT aircraft
United States,Thailand,(50),BGM-71F TOW-2B,Anti-tank missile,2017,2018,(50),
United States,Thailand,(8),F404,Turbofan,2017,,,For 8 T-50 trainer/combat aircraft from South Korea
United States,Trinidad and Tobago,4,AW139,Helicopter,2009,2011-2012,4,$348 m deal (incl training and 5 year support)
United States,Tunisia,(10),Bell-205/UH-1H,Helicopter,2006,2008-2011,(10),Second-hand | aid | modernized before delivery
United States,Tunisia,2,C-130J-30 Hercules,Transport aircraft,2010,2013-2014,2,
United States,Tunisia,(20),ISC,Diesel engine,2014,2014,(20),For Navigator (Kirpi) APC from Turkey
United States,Tunisia,(150),AGM-114K HELLFIRE,Anti-tank missile,2015,2017,(150),For OH-58D combat helicopters
United States,Tunisia,80,HMMWV Up-Armoured,APV,(2015),2015-2016,80,M-1165A1 version
United States,Tunisia,8,S-70/UH-60L,Helicopter,2015,2017-2018,8,UH-60M version
United States,Tunisia,24,Bell-206/OH-58D(I),Combat helicopter,2016,2016-2017,(24),Second-hand | aid | OH-58D version
United States,Tunisia,3,Bell-429,Light helicopter,(2016),2017,3,For National Guard
United States,Tunisia,8,C280-12,Diesel engine,2016,2018,8,For 4 OPV-1400 (Jugartha) OPV from Netherlands | designation uncertain (reported as 4730hp Caterpillar engines)
United States,Tunisia,(70),ISC,Diesel engine,(2016),2017,(70),For 70 Ejder Yalcin APC from Turkey | designation uncertain (reported as Cummins 375hp diesel)
United States,Tunisia,12,MX-7,Light aircraft,2016,2016,12,Aid (for protection of border with Libya)
United States,Tunisia,4,S-70/UH-60L,Helicopter,2016,,,$38 m deal | delivery 2019/2020
United States,Tunisia,(10),VT-400,Diesel engine,(2016),2016,(10),For 10 Typhoon APC from UAE
United States,Tunisia,9,Pitbull VX,APC,2018,2018,9,Aid
United States,Turkey,(18),CT7,Turboprop,1998,2013-2014,(18),For 6 CN-235D/K ASW and 3 CN-235 MP aircraft from Spain
United States,Turkey,(163),APG-68,Combat ac radar,(2005),2009-2015,(163),Part of $1.1 b Peace Onyx-3 modernization of 163 Turkish F-16C combat aircraft | APG-68(V)9 version
